id,preferred_name,alternative_names,category,description
http://data.europa.eu/esco/occupation/80ec8f3e-2cda-4ea6-a382-ece99589ccdd,art,art teacher|art teacher secondary|teacher|teacher secondary|teacher secondary school,general,"They are usually subject teachers, specialised and instructing in their own field of study, art.  They prepare lesson plans and materials, monitor the students' progress, assist individually when necessary, and evaluate the students' knowledge and performance on the subject of art through assignments, tests and examinations."
http://data.europa.eu/esco/occupation/80fe3002-3ae4-4d3b-8969-0f2ce1049d7d,jewellery,jewellery and|jewellery and watches|and|and watches|and watches specialised,general,
http://data.europa.eu/esco/occupation/810e5e67-acd5-499a-b307-cf5bea330859,ICT,ICT information|ICT information and|information|information and|information and knowledge,general,"They manage the maintenance and evolution of structured and unstructured information.  They create digital structures to enable exploitation and optimisation of information and knowledge, manage data analysis and enable business intelligence."
http://data.europa.eu/esco/occupation/811595cc-3100-4ca0-b860-3a77349342ae,fluid,fluid power|fluid power engineer|power|power engineer|power engineer fluid,technical,"They create designs with schematics and assembly models, make drawings and bills of materials for components, and analyse equipment."
http://data.europa.eu/esco/occupation/812276dd-95ea-428b-b05e-a61c4089063c,ski,ski instructor|ski instructor ski|instructor|instructor ski|instructor ski coach,technical,"They advise their students on the choice of equipment, instruct skiers in alpine safety rules and plan and prepare ski instruction.  Ski instructors demonstrate exercises and techniques during ski lessons and give feedback to their students on how to improve their level."
http://data.europa.eu/esco/occupation/812c217d-32b7-4f6a-9faf-993d3577ac7f,knowledge,knowledge engineer|knowledge engineer knowledge|engineer|engineer knowledge|engineer knowledge officer,technical,"They are also responsible for eliciting or extracting knowledge from information sources, maintaining this knowledge, and making it available to the organisation or users.  To achieve this, they are aware of knowledge representation and maintenance techniques (rules, frames, semantic nets, ontologies) and use knowledge extraction techniques and tools.  They can design and build expert or artificial intelligence systems that use this knowledge."
http://data.europa.eu/esco/occupation/814205e9-8bd1-4653-bdbc-fd2f9e9a8225,kitchen,kitchen and|kitchen and bathroom|and|and bathroom|and bathroom shop,general,"​They manage employees, monitor the sales of the store, manage budgets and order supplies when a product is out of supply and perform administrative duties if required."
http://data.europa.eu/esco/occupation/81480b40-a318-47f3-9b2c-56b69ed67d95,ICT,ICT network|ICT network administrator|network|network administrator|network administrator network,programming,"They perform network address assignment, management and implementation of routing protocols such as ISIS, OSPF, BGP, routing table configurations and certain implementations of authentication.  They perform maintenance and administration of servers (file servers, VPN gateways, intrusion detection systems), desktop computers, printers, routers, switches, firewalls, phones, IP communications, personal digital assistants, smartphones, software deployment, security updates and patches as well as a vast array of additional technologies inclusive of both hardware and software."
http://data.europa.eu/esco/occupation/8188136d-df82-4910-91e1-b185ec17c3c9,milk,milk reception|milk reception operator|reception|reception operator|reception operator milking,general,"They perform initial cleaning operations, storage and distribution of raw material to the different processing factory units."
http://data.europa.eu/esco/occupation/81a1e1f5-cce3-444d-bfc3-9771236d57cd,aircraft,aircraft maintenance|aircraft maintenance engineer|maintenance|maintenance engineer|maintenance engineer air,general,"They inspect aircraft prior to takeoff to detect malfunctions such as oil leaks, electrical or hydraulic problems.  They verify passenger and cargo distribution and amount of fuel to ensure that weight and balance specifications are met."
http://data.europa.eu/esco/occupation/81cc1583-3614-4207-8e54-00b8cd4ddf09,chemical,chemical plant|chemical plant manager|plant|plant manager|plant manager manager,general,"They define and implement the investment budget, deploy industrial objectives and manage the unit as a profit center representing the company in its economic and social environment."
http://data.europa.eu/esco/occupation/81f6a814-1f4e-47d4-9c75-47977c7267ee,train,train driver|train driver passenger|driver|driver passenger|driver passenger engine,general,"They are responsible for driving the locomotive in safe manner, respecting all relevant safety, operational and communication regulations, and have full responsibility for the safety of passengers and cargo.  The task involves cooperation and communication with the relevant staff under the infrastructure manager, as well as with staff on board the train."
http://data.europa.eu/esco/occupation/81f8d141-3f67-4fb0-a349-db0147ef7b3a,vocational,vocational teacher|vocational teacher vocational|teacher|teacher vocational|teacher vocational teaching,general,"They provide theoretical instruction in service of the practical skills and techniques that the students must subsequently master in the specialised vocation of their choice and aid in the development of the according attitudes and values.  Vocational teachers monitor the students progress, assist individually when necessary, and evaluate their knowledge and performance on the subject through assignments, tests and examinations."
http://data.europa.eu/esco/occupation/81f8ea60-41d4-434a-b0fc-f870e83e7e27,fertiliser,fertiliser mixer|fertiliser mixer fertiliser|mixer|mixer fertiliser|mixer fertiliser mixing,general,
http://data.europa.eu/esco/occupation/82025c02-9082-416c-998b-f51eb0359ee6,hospitality,hospitality establishment|hospitality establishment receptionist|establishment|establishment receptionist|establishment receptionist reception,general,"They are also responsible for taking bookings, processing payments and giving information."
http://data.europa.eu/esco/occupation/8213b4bc-60ce-4ffc-9e00-9758fb2003c6,monitoring,monitoring and|monitoring and evaluation|and|and evaluation|and evaluation officer,general,"They develop monitoring, inspection and evaluation methods and instruments needed to collect and analyse data, and report on results by applying structured M&E frameworks, theories, approaches and methodologies.  M&E officers inform decision-making through reporting, learning products or activities and knowledge management.  They can also engage in capacity development activities by providing training and capacity building support within their organizations or for clients and partners."
http://data.europa.eu/esco/occupation/822bbc2d-bc6a-4fb5-afb8-89170120c6d8,airport,airport maintenance|airport maintenance technician|maintenance|maintenance technician|maintenance technician maintenance,general,
http://data.europa.eu/esco/occupation/8234eee9-1647-460d-8d62-7fe02cb884b0,refrigeration,refrigeration air|refrigeration air condition|air|air condition|air condition and,general,
http://data.europa.eu/esco/occupation/823db06f-25e1-4658-b063-d6ef956b41f5,logistics,logistics and|logistics and distribution|and|and distribution|and distribution manager,general,They take internal and external variables into consideration for effective and successful organisational logistic services.  They give appropriate support to all the activities of the supply chain from the beginning to the end.  These professionals organise the storage and distribution of goods and ensure that the right products are delivered to the right location on time and at a good cost.
http://data.europa.eu/esco/occupation/8249697a-3dc8-417d-9acf-3a7e0864069a,terrazzo,terrazzo setter|terrazzo setter supervisor|setter|setter supervisor|setter supervisor epoxy,general,They assign tasks and take quick decision to resolve problems.
http://data.europa.eu/esco/occupation/825ab049-2f0c-4acf-b402-9c6bb51acca2,sport,sport facility|sport facility manager|facility|facility manager|facility manager sport,general,"They ensure it provides excellent customer service whilst achieving business, financial and operational targets."
http://data.europa.eu/esco/occupation/82616669-cc82-4455-9332-a2df209e9f3e,microelectronics,microelectronics smart|microelectronics smart manufacturing|smart|smart manufacturing|smart manufacturing engineer,general,0 compliant environment.
http://data.europa.eu/esco/occupation/8269720b-49c7-4185-ad7e-05d8d31ac041,toys,toys and|toys and games|and|and games|and games specialised,general,
http://data.europa.eu/esco/occupation/8289625a-c1c1-4a49-8ddd-37be4c3cd3fc,auxiliary,auxiliary nursing|auxiliary nursing and|nursing|nursing and|nursing and midwifery,general,"They provide theoretical instruction in service of the practical skills and techniques the students must subsequently master.  Auxiliary nursing and midwifery vocational teachers monitor the students' progress, assist individually when necessary, and evaluate their knowledge and performance on the subject of auxiliary nursing and midwifery through assignments, tests and examinations."
http://data.europa.eu/esco/occupation/82b5c6dc-6a4d-4415-80d8-5cfedfc54de7,clinical,clinical trial|clinical trial assistant|trial|trial assistant|trial assistant clinical,general,"Collaborate with researchers and doctors in hospitals.  Manage essential documents such as clinical case report forms, study protocols, and informed consent forms.  File relevant logs related to side effects of medicines."
http://data.europa.eu/esco/occupation/82cbe20d-967c-4161-9ecd-eafc724d171c,occupational,occupational therapy|occupational therapy assistant|therapy|therapy assistant|therapy assistant OT,general,They work under the supervision of an occupational therapist.
http://data.europa.eu/esco/occupation/82d75f3b-644a-4582-ad6b-a2a1833e44cb,non-destructive,non-destructive testing|non-destructive testing specialist|testing|testing specialist|testing specialist non-destructive,technical,"They use special equipment such as X-ray, ultrasound, radiographics, or infrared instruments to perform testing activities and report based on the observed results."
http://data.europa.eu/esco/occupation/82dea303-26e1-4bbc-a07c-cff3cac6b50e,hair,hair stylist|hair stylist hair|stylist|stylist hair|stylist hair artist,general,They work together with the art director to design the look of every person.  Hair stylists also dress wigs and hairpieces.  They standby during these artistic activities to touch up the actors' hair or wigs.
http://data.europa.eu/esco/occupation/82e37849-30ec-4461-a40e-263d4c984f88,palaeontologist,palaeontologist ichnologist|palaeontologist ichnologist palaeontology|ichnologist|ichnologist palaeontology|ichnologist palaeontology analyst,general,"They strive to define the evolutionary path and the interaction with different geological areas of all kinds of once organisms and such plants, pollen and spores, invertebrate and vertebrate animals, humans, traces such as footprints, and ecology and climate."
http://data.europa.eu/esco/occupation/82ea66b0-0f9c-44ed-94bc-0c5b829531b3,guitar,guitar maker|guitar maker guitar|maker|maker guitar|maker guitar inspector,general,"They work wood, measure and attach strings, test quality of strings and inspect the finished instrument."
http://data.europa.eu/esco/occupation/82f90e87-de92-4678-adae-61d3e5f7e1e4,chief,chief information|chief information officer|information|information officer|information officer chief,general,"They determine necessary resources for the ICT strategy implementation, anticipate ICT market evolutions and company business needs.  They contribute to the development of the organisation's strategic plan and ensure that the ICT infrastructure supports the organisation's overall operations and priorities."
http://data.europa.eu/esco/occupation/82fe0140-7069-47f9-a7d4-d63a611cb5bd,election,election agent|election agent electorate|agent|agent electorate|agent electorate officer,general,They develop strategies to support candidates and persuade the public to vote for the candidate they represent.  They conduct research to gauge which image and ideas would be most advantageous for the candidate to present to the public in order to secure the most votes.
http://data.europa.eu/esco/occupation/83191970-020d-4350-b2e0-be971533d286,electronics,electronics production|electronics production supervisor|production|production supervisor|production supervisor supervisor,general,"They manage labourers working on the production line, oversee the quality of the assembled goods, and perform cost and resource management."
http://data.europa.eu/esco/occupation/834aab9b-2246-4c3e-ab4a-cf3de1267e1a,car,car driving|car driving instructor|driving|driving instructor|driving instructor car,general,They assist students in developing the skills needed to drive and prepare them for the driving theory tests and the practical driving test.
http://data.europa.eu/esco/occupation/83588a0e-b63d-4483-a884-06f1e3a1a4be,translation,translation agency|translation agency manager|agency|agency manager|agency manager language,general,They coordinate the efforts of a team of translators who translate written material from one language to another.  They ensure the quality of the service and the administration of the translation agency.
http://data.europa.eu/esco/occupation/835d118e-11db-4b11-b055-d78bfe426cac,tool,tool grinder|tool grinder lead|grinder|grinder lead|grinder lead tool,general,"They grind, sharpen or smoothen metal surfaces using the appropriate tools and instruments.  Tool grinders follow tooling instructions and assure the processed workpiece meets the necessary specifications."
http://data.europa.eu/esco/occupation/836f0a96-7546-4003-9fc8-714fc79199d4,contract,contract engineer|contract engineer subcontractor|engineer|engineer subcontractor|engineer subcontractor engineer,general,They ensure that both parts are aligned in the development of a project and foresee the compliance of all the engineering specifications and matters as defined in contracts.
http://data.europa.eu/esco/occupation/837502a6-57d9-4df4-903a-8a67dd53927f,engine,engine minder|engine minder engine|minder|minder engine|minder engine minder,general,They use their experience on-board a motorised inland navigation vessel as an ordinary crewmember and have a basic knowledge of engines.
http://data.europa.eu/esco/occupation/839d738b-8b54-4408-868a-6d8af102d2de,rolling,rolling stock|rolling stock assembler|stock|stock assembler|stock assembler railcar,technical,They read and interpret blueprints.  They operate control systems to determine functional performance of the assemblies and adjust accordingly.
http://data.europa.eu/esco/occupation/83b30677-6468-4a04-b20c-15daf6bc8fb5,import,import export|import export specialist|export|export specialist|export specialist in,general,
http://data.europa.eu/esco/occupation/83dc2d94-9e30-493a-bd93-6346e05fe146,family,family planning|family planning counsellor|planning|planning counsellor|planning counsellor family,general,"They also provide information about maintaining optimum health practices, sexual disease prevention and treatment recommendation referrals, working in collaboration with the professional doctors."
http://data.europa.eu/esco/occupation/83de6811-975d-4f7c-b81e-604c0c17e800,fish,fish production|fish production operator|production|production operator|production operator fish,technical,"They keep stock of all required ingredients and equipment for mass manufacturing.  They also perform processes such as moulding, breading, frying, freezing, setting the system's temperature and checking speeds."
http://data.europa.eu/esco/occupation/83e45d86-1bce-45c5-ba8b-097738f9f28b,news,news anchor|news anchor news|anchor|anchor news|anchor news presenter,general,They introduce pre-recorded news items and items covered by live reporters.  News anchors are often trained journalists.
http://data.europa.eu/esco/occupation/84219dd7-eb68-426e-9ec3-431eceb61c96,rolling,rolling stock|rolling stock engine|stock|stock engine|stock engine inspector,technical,"They conduct routine, post-overhaul, pre-availability and post-casualty inspections.  They provide documentation for repair activities and technical support to maintenance and repair centers.  They review administrative records, analyse the operating performance of engines and report their findings."
http://data.europa.eu/esco/occupation/842d4d83-7e18-493a-a4a6-3f2a36504b18,gate,gate guard|gate guard gatewoman|guard|guard gatewoman|guard gatewoman gateman,technical,"They prevent and identify theft of corporate property, investigate suspicious activities and write reports.  Gate guards may assist employees or visitors with requests or indications.  They use handheld radio stations to communicate and operate alarm systems and computers."
http://data.europa.eu/esco/occupation/8467dda9-34c6-4c6f-aa37-e7bddffac007,aquatic,aquatic animal|aquatic animal health|animal|animal health|animal health professional,general,"They supervise the use of medicines, including vaccines, and collect data on fish health, making regular reports to the appropriate personnel.  They may provide care to a wide range of aquatic animals or specialise in the treatment of a particular group or in a particular speciality area.  They may provide advice, support and training to farm staff on best practice with regard to the health and welfare of the cultured organisms."
http://data.europa.eu/esco/occupation/84871c2a-abd1-45eb-b03a-65e51a26fd84,cost,cost analyst|cost analyst cost|analyst|analyst cost|analyst cost accounting,general,They review and reconcile key balance sheets and identify new opportunities to save costs.
http://data.europa.eu/esco/occupation/84931290-ad27-45ad-b611-9556c5facbdb,event,event assistant|event assistant events|assistant|assistant events|assistant events assistant,general,"They specialise in a part of the planning either the coordination of the catering, transportation, or the facilities."
http://data.europa.eu/esco/occupation/849a656c-8559-4471-91ed-442c42b0b641,clothing,clothing CAD|clothing CAD technician|CAD|CAD technician|CAD technician CAD,general,"They work in 2D design which is known as surface modelling, or 3D design which is called solid modelling.  They use surface modelling to draw a flat representation of the clothing product.  In solid modelling, they create a 3D display of a structure or component in order to take a virtual look of the clothing product."
http://data.europa.eu/esco/occupation/84cb6e91-ce11-409e-9306-23c9698631af,soil,soil surveying|soil surveying technician|surveying|surveying technician|surveying technician field,technical,"They focus on the process of classifying soil types and other soil properties.  Soil surveying technicians operate surveying equipment and utilise programs to retrieve and interpret relevant data, and perform computations as required."
http://data.europa.eu/esco/occupation/84cdc2ef-ee7c-42b1-be19-5e1c6b537f8f,pet,pet sitter|pet sitter animal|sitter|sitter animal|sitter animal sitter,general,"They maintain records, use appropriate and safe handling techniques and do routine monitoring of the health and welfare of the animal."
http://data.europa.eu/esco/occupation/84d45916-eef7-4c58-a73c-3639c9965014,plastic,plastic furniture|plastic furniture machine|furniture|furniture machine|furniture machine operator,general,"They inspect each resulting product, detect abnormalities and remove inadequate pieces.  In some cases, they may assemble different plastic parts to obtain the final product."
http://data.europa.eu/esco/occupation/84dfc210-db07-4a83-87fe-d6131907ea83,prepared,prepared meat|prepared meat operator|meat|meat operator|meat operator meat,general,"They perform preservation processes such as pasteurising, salting, drying, freeze-drying, fermenting and smoking.   Prepared meat operators strive to keep meat free from germs and other health risks for a longer period than fresh meat."
http://data.europa.eu/esco/occupation/84e4c780-ee17-44dd-af6f-d1c06a3e353d,import,import export|import export manager|export|export manager|export manager in,general,
http://data.europa.eu/esco/occupation/84f20f5d-149a-4512-b319-18a81d3d6026,stunt,stunt performer|stunt performer equine|performer|performer equine|performer equine stunt,general,
http://data.europa.eu/esco/occupation/84fabf82-4abf-4f41-99aa-55718a2e500b,tax,tax clerk|tax clerk tax|clerk|clerk tax|clerk tax collection,general,They also perform clerical duties.
http://data.europa.eu/esco/occupation/8529edc5-96ad-4cde-b34a-f86ad3753e4d,sales,sales engineer|sales engineer PCV|engineer|engineer PCV|engineer PCV sales,general,They take care of business to business contact and assume responsibility for complex repairs and maintenance process.
http://data.europa.eu/esco/occupation/853698f5-0f1e-42ae-9301-e5411a26dae2,armed,armed forces|armed forces training|forces|forces training|forces training and,technical,"They prepare and present theoretical courses and materials during training on subjects such as law, national and international regulations, defense and offense models, world affairs etc.  They also conduct the physical training of the cadets, teaching them care and usage of weapon and machinery, first aid, self defense and offense techniques, military vehicle operations, and putting them through a series of heavy drills and physical training.  Armed forces training and education officers manage training plans by developing and updating the curriculum and field training exercises when necessary.  They also assist senior officers in preparation for a promotion and generally monitor the cadets' progress and evaluate their performance through a series of theoretical and physical tests.  They prepare performance and evaluation reports for each cadet individually."
http://data.europa.eu/esco/occupation/85482504-c83d-4038-80d9-265198d18b48,community,community care|community care case|care|care case|care case worker,general,"They organise domiciliary services to support vulnerable adults who are living with physical impairment or convalescing, aiming to improve their lives in the community and enabling them to live safely and independently at their own home."
http://data.europa.eu/esco/occupation/857ed740-f4ae-43d0-8295-d6181f1d7eed,funeral,funeral services|funeral services director|services|services director|services director cemetery,general,"They support the deceased family by arranging the details concerning the location, dates and times of memorial services.  Funeral services directors contact representatives of the cemetery to prepare the site, plan transportation for the deceased person, advise on the types of memorials and legal requirements or paperwork.  
 
Funeral services directors organise the daily operations of the crematorium.  They oversee the staff's activities in the crematorium and ensure that they deliver services according to legal requirements.  They monitor the crematorium service revenue budget and develop and maintain operational rules within the crematorium."
http://data.europa.eu/esco/occupation/85acc7e9-1fac-4e91-962b-8b8031f39487,textile,textile technologist|textile technologist analytical|technologist|technologist analytical|technologist analytical textile,technical,"They develop and supervise the textile production system according to the quality system: processes of spinning, weaving, knitting, finishing namely dyeing, finishes, printing with appropriate methodologies of organisation, management and control and using emerging textile technologies."
http://data.europa.eu/esco/occupation/85fdd1cb-98d3-4c40-a868-1078ce770440,textile,textile quality|textile quality inspector|quality|quality inspector|quality inspector textile,general,
http://data.europa.eu/esco/occupation/8606c0fd-c7cb-404d-887f-3a30ef7a81b4,sensory,sensory scientist|sensory scientist sensory|scientist|scientist sensory|scientist sensory and,general,They base their flavour and fragrance development on sensory and consumer research.  Sensory scientists carry out research and analyse statistical data to meet customers expectations.
http://data.europa.eu/esco/occupation/862ed9e5-96ec-410d-a0fd-5206a05a7954,deburring,deburring machine|deburring machine operator|machine|machine operator|machine operator deburring,general,
http://data.europa.eu/esco/occupation/865adac9-9bb7-4680-a13d-62b2942974ac,sawmill,sawmill operator|sawmill operator cross|operator|operator cross|operator cross cut,technical,They also handle various sawing machines which further process the lumber in various shapes and sizes.  These processes are nowadays often computer controlled.
http://data.europa.eu/esco/occupation/866c7813-2c03-47d7-9bdc-192cfbace57c,user,user interface|user interface developer|interface|interface developer|interface developer user,general,
http://data.europa.eu/esco/occupation/869e3a85-6e4c-4e3c-b14f-a8399c1abd2d,automated,automated assembly|automated assembly line|assembly|assembly line|assembly line operator,technical,They are responsible for the assembly of a whole product or a part of a product.  Automated assembly line operators perform all tasks in a production process via a rotation system.
http://data.europa.eu/esco/occupation/86a0c9ab-c3fa-41a3-ad3e-d0083036b3d6,mineralogist,mineralogist environmental|mineralogist environmental mineralogist|environmental|environmental mineralogist|environmental mineralogist mineralogy,technical,"They analyse various minerals and use scientific equipment to determine their structure and properties.  Their work mostly focuses on the classification and identification of minerals by taking samples and performing further tests, analysis and examinations."
http://data.europa.eu/esco/occupation/86c49d9c-b37d-4a14-8e9d-d0357005a48d,roustabout,roustabout oil|roustabout oil rig|oil|oil rig|oil rig leasehand,general,"They do general labor, such as cleaning, digging trenches, scraping and painting rig components."
http://data.europa.eu/esco/occupation/86c892cf-09a3-44c8-b9d1-814d93dbcbb4,warfare,warfare specialist|warfare specialist electronic|specialist|specialist electronic|specialist electronic warfare,general,"They communicate with their and other teams to ensure the efficiency of the operation, and also oversee the safety of the team."
http://data.europa.eu/esco/occupation/86ca306c-ab99-420a-9e2a-aa73c5c4de22,electrical,electrical engineer|electrical engineer electrical|engineer|engineer electrical|engineer electrical engineer,general,"They engage in large scale projects such as the design and maintenance of power stations, and the distribution of power to smaller applications such as household appliances."
http://data.europa.eu/esco/occupation/86da9311-1f7a-40bb-af65-ed2a7178fcae,concrete,concrete products|concrete products machine|products|products machine|products machine operator,general,"They perform greasing, assembling and stripping of moulds.  They also participate in the cement mixing process."
http://data.europa.eu/esco/occupation/86e8e172-234d-4e85-b9ae-6a4aecc2c321,mountain,mountain guide|mountain guide outdoor|guide|guide outdoor|guide outdoor leader,general,"They support visitors with activities such as hiking, climbing and skiing in addition to ensuring their safety through monitoring both weather and health conditions."
http://data.europa.eu/esco/occupation/8712c91f-defb-4483-9e99-d9f896664a11,domestic,domestic appliances|domestic appliances specialised|appliances|appliances specialised|appliances specialised seller,general,
http://data.europa.eu/esco/occupation/87426cf2-9e36-46a4-aa4f-6a8d20dd93d6,chemical,chemical products|chemical products distribution|products|products distribution|products distribution manager,general,
http://data.europa.eu/esco/occupation/874a2080-a9b6-46a9-8662-c9b7d4208f73,set,set designer|set designer exibition|designer|designer exibition|designer exibition designer,general,"Their work is based on research and artistic vision.  Their design is influenced by and influences other designs and must be conform with these designs and the overall artistic vision.  Therefore, the designers work closely with artistic directors, operators and the artistic team.  During rehearsals and performance they coach the operators to obtain optimal timing and manipulation.  Set designers develop sketches, design drawings, models, plans or other documentation to support the workshop and performance crew.  They may also design exhibition stands for fairs and other events."
http://data.europa.eu/esco/occupation/87580fa5-39d2-4b7e-9274-b744e684f17c,carpenter,carpenter supervisor|carpenter supervisor joinery|supervisor|supervisor joinery|supervisor joinery shop,general,They assign tasks and take quick decisions to resolve problems.  They pass their skills on to apprentice carpenters.
http://data.europa.eu/esco/occupation/87775d69-ae88-449e-ad71-6f9875711816,chemistry,chemistry technician|chemistry technician production|technician|technician production|technician production chemistry,general,"They work in laboratories or production facilities where they assist chemists in their work.  Chemistry technicians perform laboratory activities, test chemical substances, analyse data and report about their work."
http://data.europa.eu/esco/occupation/87afe3f0-c891-45de-a498-ad2608471c86,clothing,clothing finisher|clothing finisher clothing|finisher|finisher clothing|finisher clothing packer,general,"g.  bottoms, zips, and ribbons and cut threads.  They weigh, pack, label materials and products."
http://data.europa.eu/esco/occupation/87cb6ef5-fa94-4af4-9511-6fe64c463835,dairy,dairy products|dairy products manufacturing|products|products manufacturing|products manufacturing worker,general,
http://data.europa.eu/esco/occupation/87d0795a-d41f-47ee-979f-0ab7d73836e7,nurse,nurse assistant|nurse assistant assistant|assistant|assistant assistant|assistant assistant nursing,general,"They perform duties such as feed, bathe, dress, groom, move patients or change linens and may transfer or transport patients."
http://data.europa.eu/esco/occupation/87e40e79-16fb-4391-9dcb-c15f40e026c1,betting,betting manager|betting manager bingo|manager|manager bingo|manager bingo manager,general,"They oversee daily operations and facilitate communication between staff and customers.  They carry out cashier duties, train staff and strive to improve the profitability of their business.  They take responsibility for all betting activities and ensure that relevant betting rules and regulations are followed."
http://data.europa.eu/esco/occupation/87e644b2-8bc1-42d4-bb14-cc4abb0bc715,light,light board|light board operator|board|board operator|board operator lighting,technical,"Their work is influenced by and influences the results of other operators.  Therefore, the operators work closely together with the designers, operators and performers.  Light board operators prepare and supervise the setup, steer the technical crew, program the equipment and operate the lighting system.  They may be responsible for conventional or automated lighting fixtures and, in some instances, controlling video as well.  Their work is based on plans, instructions and other documentation."
http://data.europa.eu/esco/occupation/87fd9791-0922-4da0-a984-f518aadf85ec,ammunition,ammunition shop|ammunition shop manager|shop|shop manager|shop manager gun,general,
http://data.europa.eu/esco/occupation/8801ef16-92a4-4889-8f80-9b78206c7ec0,human,human rights|human rights officer|rights|rights officer|rights officer human,general,"They investigate complaints by examining information and interviewing victims and perpetrators, and communicate with organisations involved with human rights activities."
http://data.europa.eu/esco/occupation/880a6cd1-2356-4994-8983-ac364763beaf,parking,parking valet|parking valet car|valet|valet car|valet car parker,general,They may also help with handling clients' luggage and provide information on parking rates.  Parking valets maintain a friendly attitude towards their clients and follow company policies and procedures.
http://data.europa.eu/esco/occupation/884beda8-d242-4fc3-a097-dc11098a7c3d,textile,textile dyer|textile dyer beam|dyer|dyer beam|dyer beam dye,general,"They prepare chemicals, dyes, dye baths and solutions according to formulas.  They make samples by dyeing textiles and calculating the necessary formulas and dyes upon all kind of yarn and textiles."
http://data.europa.eu/esco/occupation/88589d68-b870-440e-8444-32e9935cbbbc,marine,marine mechanic|marine mechanic mechanic|mechanic|mechanic mechanic|mechanic mechanic on,technical,"They communicate with other crew members on the operational level.  Marine mechanics maintain and repair the engines and other machinery of vessels such as boilers, generators and electrical equipment."
http://data.europa.eu/esco/occupation/8862c29b-3810-4fbc-85c7-c9ee87535f73,electrical,electrical supervisor|electrical supervisor electrical|supervisor|supervisor electrical|supervisor electrical service,general,They assign tasks and take quick decisions to resolve problems.
http://data.europa.eu/esco/occupation/8870032b-9be3-4fd4-b9fb-1d8d9de33c5f,wash,wash deinking|wash deinking operator|deinking|deinking operator|deinking operator wash,general,"The solution, called a pulp slurry, is then dewatered to flush out the dissolved inks."
http://data.europa.eu/esco/occupation/88721b6c-d2ce-41c6-8878-73c0d3aacf39,firefighter,firefighter operational|firefighter operational firefighter|operational|operational firefighter|operational firefighter senior,general,"They oversee the evacuation of the endangered premises and ensure victims are rescued and taken care of by the appropriate professionals.  Once the premises are clear of victims, they ensure the fire is extinguished, compliant with health and safety regulations.  They also regulate the clean-up of the scene and assess the damage."
http://data.europa.eu/esco/occupation/88760821-9df4-47a6-a1c2-ac08b9759396,miniature,miniature set|miniature set designer|set|set designer|set designer miniature,general,They build models used for visual effects that meet the look and requirements of the production.  Miniature set designers cut material using hand tools to construct three-dimensional props and sets.
http://data.europa.eu/esco/occupation/88990bdf-4f6b-4411-82c9-9eecad1db8fb,music,music instructor|music instructor music|instructor|instructor music|instructor music school,general,"They provide theoretical instruction in service of the practical skills and techniques the students must subsequently master in music.  Music educators monitor the students' progress, assist individually when necessary, and evaluate their knowledge and performance of music practice through assignments, tests and examinations."
http://data.europa.eu/esco/occupation/88a34087-311e-497e-ad81-a6843b9b461e,vessel,vessel engine|vessel engine assembler|engine|engine assembler|engine assembler marine,technical,They review specifications and technical drawings to determine materials and assembly instructions.  They inspect and test the engines and reject malfunctioning components.
http://data.europa.eu/esco/occupation/88b21b2f-350c-4f41-9680-a53f8ea708ed,filament,filament winding|filament winding operator|winding|winding operator|winding operator filament,general,
http://data.europa.eu/esco/occupation/88c55070-444a-45db-abe3-7b95c40bc9ec,leisure,leisure attendant|leisure attendant club|attendant|attendant club|attendant club attendant,general,"They provide a clean, safe and friendly environment that promotes regular member attendance and satisfaction.  They are source of information and encouragement for all members and actively assist fitness instructors and other workers wherever possible."
http://data.europa.eu/esco/occupation/88c56310-14bc-4956-8450-ce0e178ae847,clay,clay products|clay products dry|products|products dry|products dry kiln,general,
http://data.europa.eu/esco/occupation/8908d5aa-ac58-465e-9b75-7e02ed4af3a9,water,water traffic|water traffic coordinator|traffic|traffic coordinator|traffic coordinator water,general,They ensure the efficient deployment of vessels of a shipping company.
http://data.europa.eu/esco/occupation/8914badc-df5e-4671-908e-de5bc795658b,import,import export|import export manager|export|export manager|export manager in,general,
http://data.europa.eu/esco/occupation/8918dda6-d99b-4572-a8ba-2a786bf5e4e9,doll,doll maker|doll maker dolls|maker|maker dolls|maker dolls clothes,general,They build moulds of forms and attach parts using adhesives and handtools.
http://data.europa.eu/esco/occupation/891af43e-0946-4fa9-8115-a2b9be849cb0,import,import export|import export specialist|export|export specialist|export specialist in,general,
http://data.europa.eu/esco/occupation/89330b57-6a30-40e1-b623-50f47a4b0c34,grants,grants management|grants management officer|management|management officer|management officer proposals,general,"They look at grant applications from individuals, charities, community groups or university research departments and decide whether to award funding given out by charitable trusts, government or public bodies or not.  However, sometimes they may refer the grant application to a senior officer or committee."
http://data.europa.eu/esco/occupation/89860c2a-d217-432a-8636-84aa17f09c15,gas,gas production|gas production engineer|production|production engineer|production engineer gas,technical,"They design systems for gas production, supervise production operations and develop improvements on existing systems."
http://data.europa.eu/esco/occupation/898f99f7-8c0a-4212-9e58-9ab00379e5ae,fitter,fitter and|fitter and turner|and|and turner|and turner tool,general,They ensure the finished components are ready for assembly.
http://data.europa.eu/esco/occupation/89a0af2a-edf4-4d1a-8526-f4a8f476cea2,location,location manager|location manager film|manager|manager film|manager film location,general,"They negotiate site use, and manage and maintain the site during shooting.  Location managers manage the safety and security of the film crew on site."
